 SMPL    1952.1   2029.4 ;
 LOAD AG1      ;
  -0.19936820000E-01 -0.19302090000E-01 -0.18136460000E-01 -0.16372160000E-01
  -0.14726110000E-01 -0.13286470000E-01 -0.11664430000E-01 -0.98767100000E-02
  -0.84071600000E-02 -0.71124700000E-02 -0.56709600000E-02 -0.39177100000E-02
  -0.25698700000E-02 -0.13394500000E-02  0.24620000000E-03  0.21995100000E-02
   0.38019800000E-02  0.52034500000E-02  0.68704500000E-02  0.88464300000E-02
   0.10456720000E-01  0.11907670000E-01  0.13724370000E-01  0.15744680000E-01
   0.17432060000E-01  0.19046190000E-01  0.20838970000E-01  0.22835870000E-01
   0.24554520000E-01  0.26034090000E-01  0.27720700000E-01  0.29614410000E-01
   0.31222980000E-01  0.26810580000E-01  0.28166760000E-01  0.29630070000E-01
   0.30726420000E-01  0.31852490000E-01  0.33176170000E-01  0.34262010000E-01
   0.35114030000E-01  0.35864020000E-01  0.36846780000E-01  0.37969570000E-01
   0.38830850000E-01  0.39604690000E-01  0.40602500000E-01  0.41656250000E-01
   0.42479500000E-01  0.43151420000E-01  0.44232630000E-01  0.45721000000E-01
   0.47065740000E-01  0.48231290000E-01  0.49620790000E-01  0.51224410000E-01
   0.52631910000E-01  0.54031320000E-01  0.55479630000E-01  0.56914800000E-01
   0.58322290000E-01  0.59733910000E-01  0.61144150000E-01  0.62543830000E-01
   0.63937120000E-01  0.65326480000E-01  0.66709760000E-01  0.68086670000E-01
   0.69458140000E-01  0.70824090000E-01  0.72184280000E-01  0.73538820000E-01
